"gear_links_name","gear_links_url","gear_links_card_name","gear_links_card_text","gear_links_keywords","gear_links_craft_blurb","gear_links_crafting_reqs_name","gear_links_categories_name","gear_links_special_rules","gear_links_armor_points_name","gear_links_speed","gear_links_accuracy","gear_links_strength","gear_links_required_for_name"
"Phoenix Plackart","https://kingdomdeath.fandom.com/wiki/Phoenix_Plackart","Phoenix Plackart","Affinity Bonus: If insane, ignore the first hit each round and suffer 1 brain damage instead.","armor, set, feather, metal, flammable","The Phoenix Plackart may be crafted once the Plumery settlement location has been built.","","","Affinity Bonus","Armor Points","","","",""
"Phoenix Plackart","https://kingdomdeath.fandom.com/wiki/Phoenix_Plackart","Phoenix Plackart","Affinity Bonus: If insane, ignore the first hit each round and suffer 1 brain damage instead.","armor, set, feather, metal, flammable","The Phoenix Plackart may be crafted once the Plumery settlement location has been built.","","","Affinity Bonus","4","","","",""
"Phoenix Plackart","https://kingdomdeath.fandom.com/wiki/Phoenix_Plackart","Phoenix Plackart","Affinity Bonus: If insane, ignore the first hit each round and suffer 1 brain damage instead.","armor, set, feather, metal, flammable","The Phoenix Plackart may be crafted once the Plumery settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","1x Iron","","","","","","",""
"","","","","","","1x Leather","","","","","","",""
"","","","","","","1x Tail Feathers","","","","","","",""
"","","","","","","1x Hide","","","","","","",""
"","","","","","","","Body Armor","","","","","",""
"","","","","","","","Feather Gear","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Flammable Gear","","","","","",""
"","","","","","","","Uses for Iron","","","","","",""
"","","","","","","","Uses for Leather","","","","","",""
"","","","","","","","Uses for Tail Feathers","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Right Red Affinities","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Left Green Affinities","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Up Blue Affinities","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Armor","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Phoenix Armor"
"","","","","","","","","","","","","","Warlord Armor"
"Sonic Tomahawk","https://kingdomdeath.fandom.com/wiki/Sonic_Tomahawk","Sonic Tomahawk","On a Perfect hit, make 1 additional attack roll.
Affinity Bonus: Gain Savage and Paired","weapon, melee, axe, metal","The Sonic Tomahawk may be crafted once the Plumery settlement location has been built.","","","Affinity Bonus","Affinity Bonus","3","5+","2",""
"","","","","","","1x Small Feathers","","","","","","",""
"","","","","","","1x Scrap","","","","","","",""
"","","","","","","1x Hollow Wing Bones","","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Axes","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Left Red Affinities","","","","","",""
"","","","","","","","On a Perfect Hit","","","","","",""
"","","","","","","","Gear with Savage","","","","","",""
"","","","","","","","Paired Weapons","","","","","",""
"","","","","","","","Uses for Small Feathers","","","","","",""
"","","","","","","","Uses for Hollow Wing Bones","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Weapons","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Adventure Sword","https://kingdomdeath.fandom.com/wiki/Adventure_Sword","Adventure Sword","Adventure Sword is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, finesse, sword, other","Unique, Irreplaceable
Your courage is added to this weapon's strength.","","","Unique, Irreplaceable","Unique","3","6+","0",""
"Adventure Sword","https://kingdomdeath.fandom.com/wiki/Adventure_Sword","Adventure Sword","Adventure Sword is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, finesse, sword, other","Unique, Irreplaceable
Your courage is added to this weapon's strength.","","","Unique, Irreplaceable","Irreplaceable","3","6+","0",""
"","","","","","","Hunt event 85: Test of Courage","","","","","","",""
"","","","","","","Defeat the Mad Steed","","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Rare Gear","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Gear with Finesse","","","","","",""
"","","","","","","","Swords","","","","","",""
"","","","","","","","Unique Gear","","","","","",""
"","","","","","","","Irreplaceable Gear","","","","","",""
"Butcher Cleaver","https://kingdomdeath.fandom.com/wiki/Butcher_Cleaver","Butcher Cleaver","Paired
Sentient: Must be insane to activate.
Irreplaceable: When you die, archive this card.","weapon, melee, axe, other","","","","Paired, Sentient, Irreplaceable","Paired","2","5+","5",""
"Butcher Cleaver","https://kingdomdeath.fandom.com/wiki/Butcher_Cleaver","Butcher Cleaver","Paired
Sentient: Must be insane to activate.
Irreplaceable: When you die, archive this card.","weapon, melee, axe, other","","","","Paired, Sentient, Irreplaceable","Sentient","2","5+","5",""
"Butcher Cleaver","https://kingdomdeath.fandom.com/wiki/Butcher_Cleaver","Butcher Cleaver","Paired
Sentient: Must be insane to activate.
Irreplaceable: When you die, archive this card.","weapon, melee, axe, other","","","","Paired, Sentient, Irreplaceable","Irreplaceable","2","5+","5",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Rare Gear","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Axes","","","","","",""
"","","","","","","","Other Gear","","","","","",""
"","","","","","","","Paired Weapons","","","","","",""
"","","","","","","","Sentient Gear","","","","","",""
"","","","","","","","Irreplaceable Gear","","","","","",""
"Forsaker Mask","https://kingdomdeath.fandom.com/wiki/Forsaker_Mask","Forsaker Mask","Forsaker Mask is a rare gear card found in the Kingdom Death: Monster Core Game.","item, mask, metal, other","Unique, Irreplaceable, Accessory
During the Aftermath, you run off into the darkness never to be seen again.","","","Unique, Irreplaceable, Accessory","Armor Points","","","",""
"Forsaker Mask","https://kingdomdeath.fandom.com/wiki/Forsaker_Mask","Forsaker Mask","Forsaker Mask is a rare gear card found in the Kingdom Death: Monster Core Game.","item, mask, metal, other","Unique, Irreplaceable, Accessory
During the Aftermath, you run off into the darkness never to be seen again.","","","Unique, Irreplaceable, Accessory","2","","","",""
"Forsaker Mask","https://kingdomdeath.fandom.com/wiki/Forsaker_Mask","Forsaker Mask","Forsaker Mask is a rare gear card found in the Kingdom Death: Monster Core Game.","item, mask, metal, other","Unique, Irreplaceable, Accessory
During the Aftermath, you run off into the darkness never to be seen again.","","","Unique, Irreplaceable, Accessory","Unique","","","",""
"Forsaker Mask","https://kingdomdeath.fandom.com/wiki/Forsaker_Mask","Forsaker Mask","Forsaker Mask is a rare gear card found in the Kingdom Death: Monster Core Game.","item, mask, metal, other","Unique, Irreplaceable, Accessory
During the Aftermath, you run off into the darkness never to be seen again.","","","Unique, Irreplaceable, Accessory","Irreplaceable","","","",""
"Forsaker Mask","https://kingdomdeath.fandom.com/wiki/Forsaker_Mask","Forsaker Mask","Forsaker Mask is a rare gear card found in the Kingdom Death: Monster Core Game.","item, mask, metal, other","Unique, Irreplaceable, Accessory
During the Aftermath, you run off into the darkness never to be seen again.","","","Unique, Irreplaceable, Accessory","Accessory","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Rare Gear","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Masks","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Other Gear","","","","","",""
"","","","","","","","Unique Gear","","","","","",""
"","","","","","","","Irreplaceable Gear","","","","","",""
"","","","","","","","Accessories","","","","","",""
"Lantern Halberd","https://kingdomdeath.fandom.com/wiki/Lantern_Halberd","Lantern Halberd","Lantern Halberd is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, two-handed, spear, other, lantern1","Reach 2, Irreplaceable, Unique
After attacking, if standing, you may move up to 2 spaces directly away from the monster.","","","Reach 2, Irreplaceable, Unique","Reach 2","2","4+","7",""
"Lantern Halberd","https://kingdomdeath.fandom.com/wiki/Lantern_Halberd","Lantern Halberd","Lantern Halberd is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, two-handed, spear, other, lantern1","Reach 2, Irreplaceable, Unique
After attacking, if standing, you may move up to 2 spaces directly away from the monster.","","","Reach 2, Irreplaceable, Unique","Irreplaceable","2","4+","7",""
"Lantern Halberd","https://kingdomdeath.fandom.com/wiki/Lantern_Halberd","Lantern Halberd","Lantern Halberd is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, two-handed, spear, other, lantern1","Reach 2, Irreplaceable, Unique
After attacking, if standing, you may move up to 2 spaces directly away from the monster.","","","Reach 2, Irreplaceable, Unique","Unique","2","4+","7",""
"","","","","","","Guidepost","","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Rare Gear","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Two-Handed Weapons","","","","","",""
"","","","","","","","Spears","","","","","",""
"","","","","","","","Other Gear","","","","","",""
"","","","","","","","Gear with Reach","","","","","",""
"","","","","","","","Irreplaceable Gear","","","","","",""
"","","","","","","","Unique Gear","","","","","",""
"Muramasa","https://kingdomdeath.fandom.com/wiki/Muramasa","Muramasa","Muramasa is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, katana, two-handed, finesse, other","Frail, Sharp, Sentient, Deadly 2, Unique
When you critically wound with this weapon, gain 2 bleeding tokens.","","","Frail, Sharp, Sentient,
Deadly 2, Unique","Frail","6","6+","6",""
"Muramasa","https://kingdomdeath.fandom.com/wiki/Muramasa","Muramasa","Muramasa is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, katana, two-handed, finesse, other","Frail, Sharp, Sentient, Deadly 2, Unique
When you critically wound with this weapon, gain 2 bleeding tokens.","","","Frail, Sharp, Sentient,
Deadly 2, Unique","Sharp","6","6+","6",""
"Muramasa","https://kingdomdeath.fandom.com/wiki/Muramasa","Muramasa","Muramasa is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, katana, two-handed, finesse, other","Frail, Sharp, Sentient, Deadly 2, Unique
When you critically wound with this weapon, gain 2 bleeding tokens.","","","Frail, Sharp, Sentient,
Deadly 2, Unique","Sentient","6","6+","6",""
"Muramasa","https://kingdomdeath.fandom.com/wiki/Muramasa","Muramasa","Muramasa is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, katana, two-handed, finesse, other","Frail, Sharp, Sentient, Deadly 2, Unique
When you critically wound with this weapon, gain 2 bleeding tokens.","","","Frail, Sharp, Sentient,
Deadly 2, Unique","Deadly 2","6","6+","6",""
